Time,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
0.0,474.26891326904297,261.42419815063477,502.4774169921875,262.63352394104004,474.6724319458008,237.30517387390137,446.20826721191406,260.03783226013184,473.9776611328125,285.4116439819336,167.03332901000977,243.36307525634766,194.5854949951172,243.9912986755371,167.8337860107422,219.27402019500732,139.1773509979248,242.75799751281738,166.09546661376953,267.57004737854004
0.06666666666666667,473.84071350097656,261.28626823425293,503.37108612060547,262.2942066192627,474.7951126098633,236.90558910369873,444.32979583740234,260.1327610015869,472.9660415649414,285.673828125,167.1170425415039,244.38626289367676,195.0009536743164,245.10658264160156,168.32929611206055,220.19761562347412,138.91237258911133,243.64972114562988,165.78929901123047,268.68146896362305
0.13333333333333333,473.0959701538086,261.32655143737793,502.06722259521484,261.92310333251953,473.6989974975586,237.62296199798584,444.01695251464844,260.5578804016113,472.52166748046875,285.00314712524414,165.73848724365234,244.28810119628906,193.45165252685547,244.62581634521484,166.6494369506836,220.2555513381958,137.71488189697266,243.91782760620117,164.7018051147461,268.4662628173828
0.2,472.6276397705078,262.166748046875,501.3749694824219,262.9567337036133,473.631591796875,238.2022190093994,443.85498046875,261.2245845794678,471.68224334716797,286.173734664917,165.90478897094727,244.59503173828125,193.4041404724121,245.2195930480957,167.13424682617188,220.6564235687256,138.10550689697266,243.9923858642578,164.55608367919922,268.73637199401855
0.26666666666666666,470.11669158935547,262.48034477233887,499.4184875488281,263.4306049346924,471.13243103027344,238.22397708892822,440.8735656738281,261.3423442840576,469.17205810546875,286.7403030395508,164.58221435546875,245.28791427612305,191.7643165588379,245.74021339416504,165.46829223632812,220.97671508789062,137.0626449584961,244.7296142578125,163.53143692016602,269.70205307006836
0.3333333333333333,469.28955078125,262.0931339263916,498.3716583251953,263.056697845459,470.08922576904297,237.5149154663086,440.26378631591797,260.9469223022461,468.53893280029297,286.6853141784668,163.41279983520508,244.59508895874023,190.4095458984375,245.19739151000977,164.62085723876953,220.42957305908203,136.11272811889648,243.9906406402588,162.0146942138672,268.9247703552246
0.4,468.84979248046875,262.67744064331055,498.2065200805664,263.68929862976074,469.83619689941406,238.26367378234863,439.5294189453125,261.46742820739746,467.9058074951172,287.09753036499023,162.63233184814453,244.70918655395508,189.41688537597656,245.27835845947266,163.7425994873047,220.5879306793213,135.55360794067383,244.07979011535645,161.3491439819336,268.96531105041504
0.4666666666666667,467.5520706176758,262.42069244384766,496.9425964355469,263.3923530578613,468.67454528808594,238.01558017730713,438.2558822631836,261.2414073944092,466.5288543701172,286.8130302429199,161.24526977539062,244.1594409942627,188.10941696166992,244.7614288330078,162.33291625976562,219.83277797698975,134.0937614440918,243.5181713104248,159.93671417236328,268.6153221130371
0.5333333333333333,465.5078125,262.0525074005127,494.6472930908203,262.9456901550293,466.8311309814453,238.23092937469482,436.5401077270508,260.9226322174072,464.35184478759766,285.82122802734375,159.60497856140137,244.45341110229492,186.2896728515625,245.09041786193848,160.7342529296875,219.97979164123535,132.64131546020508,243.76161575317383,158.23572158813477,269.0372085571289
0.6,465.3887176513672,261.76380157470703,494.43145751953125,262.7504825592041,466.81480407714844,237.9065179824829,436.5110778808594,260.5642032623291,464.1292190551758,285.6262493133545,159.33412551879883,244.93085861206055,186.1119842529297,245.57161331176758,160.45982360839844,220.24170398712158,132.27230072021484,244.2505645751953,157.97290802001953,269.7524642944336
